access,associated_land,building_type,bu_number,summary,cat_chk,ceiling,chipped_stone,current_use,date,description,easting,eaves,elevation,entered_by,entered_date,exterior_plaster,floors,foundation,ground_stone,habitable,height,interior_plaster,intensive_survey_zone,levels,number_of_levels,length,locality,location,alterations,northing,occupied,openings,oral_information,owner,ownership,past_use,period_1100,period_1601,period_1701,period_1801,period_1851,period_1901,period_1951,plot_cadastral,plot_village,posi_chk,posi_number,pottery,recorded_by,recorded_date,roofs,seanal,sheet_map_1_5000,sheet_map_cadastral,sheet_plan_village,sia_number,sketch_chk,slag,source,special_features,stability,structure_name,structure_type,tile,title_deed_number,vegetation,village,walls,width
,,Water mill,BU0062,"Water mill, Phlasou. Two-tiered  penstock in dressed ashlar with limestone quoins; archway in millrace. Two-tiered millhouse with beams and cane ceilings.",0,beams and cane,,abandoned,,"Water enters stone channel (interior cemented) from a diversion in the village center, beside the public water fountain and storage tank and emerging from under house from stone arched opening of house on plot no. 289. Race bends at obtuse angle and leads water into penstock (hopper type) with rectangular water opening in dressed ashlar. Cemented stone overflow spout on left of channel  before penstock. Race is 0.62 m wide and 0.48 m high. Water volume 0.62 x 0.48 m. Penstock in two visible tiers, but continues into back (east millstone wall). Dressed quoins in limestone ashlar at penstock edges and around arch enhance its lofty bearing. Mill house in two tiers. Upper tier north of penstock was flour mill. Millstones in place. Oblong openings in wall dividing flour mill from oil press allowed canvas belts to enter lower millhouse which has distinctive industrial early century machinery and brass and turquoise painted metal olive press. Thus, appart from flour mill it was also a 'piestirio'. Four lines of illegible writing on plaque below arch. Photos in private archive.",489641.00,,339,SEZ,29/7/2001 00:00:00,white lime traces under arch,cement,irregular basalt andlimestone chinking.,,Yes,10.00,corner quoins gypsum,Karkotis,Multiple,,41.00,,Kato Phlasou village center,It became an olive press (piestirio) when Papapetros sold it. Concrete retaining walls of house around penstock. cemented upper edge of water channel and penstock interior.Corrugated metal on roof.,3879871.00,No,round arch under leat,"Mr. Styllis, Evrichou miller. Mrs. Evroulla Hadjidemitriou of Phlasou. Krommidos owned one of the three alonia in the area, together with the other two related mills, Shaban Bey and Molos. She also said that the mill name came from their family planting a field of onions which they used the money from to buy the mill.TJI had a conversation with Mr Solon Hadjidemetriou in Phlasou on the 28 July 2003. He also said the Krommidhos Mill was bought by his great great grandmother from the profits of an onion field. He said the mill had already been very old. He also stated that he remembered the Molos and Shaben Bey mills in operation when he was a boy (he is 67 years), so they probably operated until after the WW2. He said that the Shaban Bey mill was famous aas the most productive and best mill in the area. He said that the voufa next to the mill stones of the Molos mill is unusual for the area, most millers raised their stones and caught the flour in a sack. (NB there is also a voufa in the Pano Koutrafas BU0096.)","Papapetros, but he sold it",Greek Cypriot,wheat grinding but also 'piestirio' - foundry?,No,No,No,No,No,Yes,No,,,0,,,SEZ,24/7/2001 00:00:00,ottoman tile,0,,,,,1,,GPS,"Inscription over north upper millhouse door. Lower west pillar of penstock arch has inscribed basalt stone. Krommidos church north of Phlasou, and field localities may denote church ties  at some time.",II,Krommidhos mill,basalt stone and limestone,,,,Phlasou,"irregular basalt, river boulders, limestone chinking and quoins of limestone",3.26
Path through orchard,,Water channel,BU0063,"Water channel, Tembria. Retaining wall irregular courses of river boulders, irregular coursed basalt, and basalt and lime chinking. Currently used for irrigation.",0,,,irrigation,,"Original retaining wall of irregular courses of river boulders with irregular basalt and basalt chinking.  Earth canal dug out into soft fertile earth, with compressed earth sides, about 0.30m -0.40 cm deep. One w side abuts stone/cement wall. 'Kopses' (water diverters) fashioned out of big river boulders, used to stem water flow from/to side channels. To cut off side channel, river boulder is secured with piling up rubble probably brought with the water flow, eg. limestone chinking from retaining walls along embankments further away, pebbles, tile, hollow brick.  Photos in private archive.",,,,SEZ,29/7/2001 00:00:00,,,,,,-0.40,,,Single,,8.00,,South of Drakos Argakin,Cement retaining wall over part of field wall at SE & E leaves only a fraction of the original retaining wall exposed.,,,,"Mr. Panayotis the Neoroforos of Tembria said that older channels were of earth and that kopses were made with shovelfulls of dirt, before they were cemented.",,Greek Cypriot,irrigation,No,No,No,No,No,No,No,,523.00,0,,Some,SEZ,3/7/2001 00:00:00,,0,,,Tembria,,0,,,"""Kopsa"" or water diverters of stone/earth/ pottery",II,avlatchi,earth water channel,Some,,"brambles, fruit trees, wild grass (arkasti)",Tembria,earth,0.40
dirt road,,Water mill,BU0064,"Water mill, Tembria. Penstock and millhouse ruined. Construction is irregular courses of basalt. Wooden log may have been used as a chute.",0,,,abandoned,,"Ruined watermill. Ruined mill house, stone only outflow and traces of wooden sloping leat visible.    Stone race is overgrown with brambles. water leads into it from left diversion of 'moirasia' the right hand side of which , according to Mr. Georgios the Neroforos, gives one 'gronthos' (fist-width) of water to Tembria. Water from here leads down to the triplewater diversion in Tembria-III (Pera Geitonia - BU 0065).  The penstock  abruptly stops at about  12 m in length, at a vertical smoothly plastered north face, leaving the canal exposed. A wooden trough might have been supported into the water channel and this would then have led to the turbine chamber under the millhouse. The remains of the mill house and outflow appear to be a further 11m or about one leat length to the north.  The outflow is round arched on the face with dressed limestone quoins, 1.50m high and with a vaulted ceiling. Traces of the wooden leat may be present. A large piece of wood about 50 x 50 x 50  cm is embedded into the south face of the millhouse, slightly to the east of the race. A further piece of wood is found lying on its side, about 1 m long, in the space between the millhouse and the stone race. The millhouse foundation walls are irregularly coursed river boulders similar to the constructions at Mandres, and with similar basalt corner quoins on the building's edges. The millhouse is a single 'makrinari' type. The entry is not visible due to overgrowth of tall grass. To the east side of the leat there is a retaining drystone basalt wall about 1.5 m high.",490270.00,,508,SEZ,29/7/2001 00:00:00,white lime traces,,Penstock & millhouse:irregular courses of basalt,,No,3.00,,,Multiple,,12.00,,"Rotsos hill, south of Pera Geitonia,Tembria",Traces of fire.,3875427.00,No,arched limstone dressed outflow,"Georgios Herodotou, Neroforos for Kaliana-Tembria. Polikseni Achilleos from Tembria, living in Limassol. Mrs. Polykseni's father was one of three owners. The second owner was Papanikolas who has the mill at BU0123.","3 owners:Christos Papanikolaou psalmist,Georgios Demitriades,Loukas Demitriades",Greek Cypriot,corn grinding water mill,No,No,No,No,Yes,No,No,,514.00,0,,,SEZ,2/7/2001 00:00:00,,0,,,Tembria III,,1,,GPS,"leat terminating in vertical plastered face. Part of penstock leat missing, possibly was built in some perishable material eg. wood.",IV,Mylos ston Rotso,water mill- stone construction,,,"Almond trees,blackbery brammbles, barley",Tembria,penstock:basalt river boulders and limestone chinking,1.20
public road,"houses in plot nos. 391, 544, 543",Water channel,BU0065,"Water channel, Tembria. One of three channels side by side; currently used as a water distributor. Metal sluices control flow of water. Dated to 1951. Near Rotsos mill, BU0064.",0,,,water distributor,1951,"Three water canals side by side (moirasia) taking water in from one main channel descending from the southermost entry point of diversion near mill on 'Rotsos' location plot no.514 (BU 0064). Situated on east side of main village road in front of plots 319, 544, 543. From entry channel south, 0.50m wide, water flows into a 2X 1.5 approx.'bed' where it is slowed down by means of intercepting low wall with opening 0.50 wide just in front of channel. Water then flows into 'bed' 2X4m just before three canal branches. Metal sluice gates (kopses) 1m in from canal walls, suspended on metal beam, control rate of water flow into each individual canal. Westernmost leads off onto higher level. 2 channels out of 3 take water to Korakou and Evrichou while one takes water to Tembria. Photos in private archive. Water flows under cement slab 'bridges' leading into houses on east side, of 1950 ties design, while houses on west side of road are of the continuous built type. Possibly this was original village edge, that  water flowed by and village expanded eastward in the early fifties.TAESP 2002 - Photos by Chris",490171.00,,503,SEZ,29/7/2001 00:00:00,,cement,,,Yes,-0.50,,,Single,,10.00,,"Pera Geitonia, neighborhood center","Cemented canals, previously earth and stone canals.",3875695.00,,metal sluice gates,"Georgios Herodotou, Neroforos (Tel. 02 932313), Appointed Neroforos (water superintendent). Before being cemented in 1951, channels were made of earth walls and 'kopses' were fashioned out of earth, stones, sacks.",communal irrigation system (Koinotiko Ardeftiko),Other,water distributor,No,No,No,No,Yes,No,No,,,0,,,SEZ,3/7/2001 00:00:00,,0,,,Tembria III,,1,,,1951 'GR' cement plaque at south of structure.,I,"\'Gronthos Pera Geitnoias, Tembria', also 'diachoristiras'",cement construction,,,"Geraniums, Jasmine, garden potted plants in fifties houses on east side of road. Traditional houses against roadside on west side of road wiith no gardens in front.",Tembria,cement,2.00
,,Other,BU0066,"Other; Tembria neighbourhoods. These are Kato Geitonia (lower), Mesa Geitonia (middle) and Pera Geitonia (furthest).",0,,,,,"Tembria is known to locals as consisting of three neighborhoods: Kato Geitonia (=Tembria-I), ie, Lower Neighborhood, Mesa Geitonia (Tembria-II), ie, Middle neighborhood and Pera Geitonia (Tembria-III) ie, Furthest Neigborhood. Kato Geitonia has Timios Stavros church, and ruin of live mill (just wood posts and stone of olive press SW of hill on which church stands). Mesa Geitonia has Ayia Paraskeyvi church and vanished oil mill. Pera Geitonia had church of St. George, according to Mrs. Polikseni, (church was on plot 44)  she remembers ruins of apse, since built over by neighboring house of plot No. 666. This house also had an oil mill. The mill was gutted and the room became a kitchen. The oven was kept, with the opening looking into the mill house-kitchen. Of the mill mechanism, only a beautiful pink marble mill stone remains in the couryard of the house.",,,,SEZ,29/7/2001 00:00:00,,,,,Yes,,,,,,,,,,,Yes,,"Polikseni Achilleos, of Tembria-III, living in Limassol.",,Greek Cypriot,,No,No,No,No,No,No,No,,,0,,,SEZ,2/7/2001 00:00:00,,0,,,,,1,,,,,,,,,,Tembria,,
Public village road,On road in front of plots no. 636,Water channel,BU0067,"Water channel, Tembria. Currently used as secondary tertiary water distributor. Date of construction: 1951.",1,,,secondary triple water distributor,1951,"Triple tertiary water distributor. Water from secondary channel enters square 'node' at acute angle with inflow and exits with outflow in same axis of flow. Tertiary channel leads off at right angle to square node.  Tertiary channel and outflow each have sluice gate, secondary channel inflow does not. Each channel is 0.40x0.4m. approx. square channel is 0.75X0.75 m approx. (photo in private archive). See diag.",,,,SEZ,29/7/2001 00:00:00,,,,,,-0.40,,,Single,,0.75,,in Mesa Geitonia neighborhood of Tembria,Cementing done in 1951 according to cement plaque.,,Yes,,,Koinotiko Ardeytiko,Other,,No,No,No,No,No,No,No,,,0,,,SEZ,29/7/2001 00:00:00,,0,,,Tembria III,,1,,,,I,,cement,,,associated front gardens,Tembria,,0.75
public road,"fruit and bean orchards, river (name?)",Water channel,BU0068,"Water channel, Kalliana. Double water distributor associated with BU0061.",0,,,double water distributor,,"Cementing of previously earth channels with metal sluice gates. Main water channel of stone walls leading out of  Myltiades mill, branches into two channels which turn southward. This kind of branching is called a 'koftousa'. Older name, according to Mrs Demetra Zacharia is also 'krevathikia' which was made of stones piled up to stall the water flow. The westernmost channel leads water to Linou, the eastermnost leads water to Tembria-Korakou-Evrichou. This point is one of the important fords of water re-distribution, where one branch leads water to Linou while the other to Tembria-Evrichou.  Just before branching begins, then channel acquires cement sides 0.10m thick and 0.60m high. Just before the turn, the side walls become lower by 0.30m and the vertical sluice gates are accomodated into U-shaped metal jambs embedded into canal walls.  On the lower canal sides sits a metal grille. When the sluice gates are lowered a trickle of water escapes into the canal but the main body of water allowed to continue to flow through, flows down into a fist-sized opening in the canal floor. In this case this is a 'gronthos', according to the Neroforos, but the diameter varies and  it can be termed a 'tsappa', a 'stelifi' or a 'thilia'. Photos in personal archive. Multiple level water channel. Bifurcate channel (described TASP 2001 above) crosses underneath dirt road in a westerly direction and continues in a cement channel which bridges the river. The 'bridge' is about 12m long and leads into a 'node', a rectangular water basin, with inflow from the channel and outflow at right angles in a northern direction. The southern exit of water into the field by a similar metal sluice gate has been blocked due to raised ground levels.",490350.00,,250,SEZ,29/7/2001 00:00:00,cement,,,,Yes,-0.50,,,Multiple,,2.00,,North end of Kalyana village,Cementing of previously earth channels with metal sluice gates. TAESP 2002-metal sluice gate was missing and waterflow was blocked wih bamboo reeds matted together. Photo by Chris.,3874577.00,Yes,2,"Georgios Herodotou, Neroforos of Tembria.Demetra Zachharia",Koinotiko Ardeftiko,,double water distributor,No,No,No,No,Yes,No,Yes,,,0,,,SEZ,2/7/2001 00:00:00,,0,,,,,1,,GPS,"One of important stops on the Neroforos's rounds. The metal gate at the channel was missing this year & the water was stopped by a more traditional manner, with bamboo canes matted together.",I,Moirasia at Kalliana,cement water channel,,,,Kalliana,irregular coursed stone basalt & cement,1.00
in field (approx 6m east) of tarred road leading to cemetery,"lives, barely",Other,BU0069,"\'Koumnes', round bottomed clay jars, embedded in earthen embankment. 6 in a row.",0,,,abandoned,,"Koumnes, round bottomed clay jars about diam. 0.40-0.50m and 0.40m deep. Embedded into earth embankment, facing northwards. 6 jars in a row, all broken. Large basalt stones in front of jars 3 & 6 could have been used to seal opening.Photos in personal archive.",,,,SEZ,29/7/2001 00:00:00,,,,,No,,,,Single,,,Ayios Loukas Church,Approximately 100m west of Ayios Loukas church,"Newer row of jars embeded in concrete, 50m. west of church entry.",,No,,2 Korakou ladies walking by said that these were 'koumnes' for cooking 'kleftiko' for the 'panayiri' of Ayios Loukas. Nearly embarassed myself big time for I had thought that they were the mysterious 'vouppes'.,Ayios Loukas church,Greek Cypriot,\'koumnes' for roasting meat in.,No,No,No,No,No,Yes,No,457.00,,0,,Abundant,SEZ,25/7/2001 00:00:00,,0,,XXVIII-52-E2,,,1,,,Jar no. 4 has zig-zag pattern on the exterior.,V,koumnes,tile,,,"olive grove, zuccini patch, barley",Korakou,,
dirt road,"barley fields, olivegroves.Ay.Nicolaos shrine in nearby (SE) concrete retaining field wall.",Water mill,BU0070,"Water mill, Evrykhou. Constructed of basalt and tile. Winding millrace supported by several buttresses. Wheelhouse extant with wooden wheel in situ; partially remaining millhouse with window intact above wheelhouse.",1,,,abandoned,,"4-tiered water channel (0.53 X 0.64m deep) with supporting buttresses every 3m, height about 5.60m beside penstock. Lower rows built of flat tile, dimensions of about 0.045 X 0.45 X0.38m (sizes vary, see field notes). First part of channel (about 15m) takes water from a primary water canal (width about 0.70m) flowing in a N-S direction.  Channel then makes a 45 degree turn for 1m then continues perpendicular to first part again for 15m. 5 buttresses along north face of channel, 3 on south face. South side has adjacent primary water channel lowering water down a sloping chute flowing parallel to mill channel. Whole channel width is 1.75m and leads to penstock. Penstock is built in courses of varying materials, with horizontal courses well defined. Lower courses appear in basalt boulders with tile quoins. At irregular intervals, tiles are half the width, placed to cross over the bigger tiles, possibly for structural 'tie' reasons. The penstock is about 5.60m high, with courses in smaller and larger boulders of basalt, with tile chinking and tile is also used on the topmost channel layer to tidy up edges. Water downshute is the larges seen yet, with a diam. of 2.17m. set into rectangular floor with 0.80m high perimeter walls. Penstock has narrow 0.15m tier around its base. Mill house is partly destroyed, south side still survives, with pointed arched outflow facing west, visible under mill house remains. Outflow appears to have been shorter by about 1m. Earlier dressed stones of vaulted outflow are visible behind dressed voussoirs of later outflow vault. The stones of the earlier outflow vault seem to have moved and slipped out of position.  Total height of penstock measured to eastern lower side at springers of outflow is about 8.60m. Photos in personal archive and photos by Michael Given. 2002-Photos by Chris, sketch by CAS showing turbine, break, turning block and paddle of wood.",490054.00,,,SEZ,29/7/2001 00:00:00,2 layers: coarser lime and fine lime wash,,clay tiles,,No,9.00,,,Multiple,,36.00,Lachisto,Lachisto (Mrs Machi also called it 'k'arres),,3877967.00,No,,"Mr. Styllis, Evrichou miller: 'Lachistos' name alludes to mill being really low down in the river, in a latchia or ravine. Machi Antoniou and Panayiotis Antoniou, Evrichou carpenter. Machi, b. 1934, remembers owners as a child, 'during the war'. Name is so because owners may have bequeathed it to one of the churches, to avoid paying taxes during Ottoman rule.",Vassilis and Elpida,Greek Cypriot,wheat grinding,No,No,No,No,Yes,No,No,824.00,,0,,Some,SEZ,25/7/2001 00:00:00,Ottoman tile,0,,XXVIII-52-E1,,,1,,GPS,"4 tiered penstock with buttresses in tile and basalt corbels on top. Abundant Roman (?) tile used as chinking.Largest diam of penstock encountered. Limestone water overflow channel on south side of channel, 6.95m from penstock.",III,"Lachistos. Also Mylos tis Panayias(ie, Mill of the BVM)",stone and tile and masonry,Abundant,,"barley, olives, vines, beans, citrus, wild mint",Evrykhou,irregular basalt boulders set in courses of similar sized boulders,4.87
up steep drive,"Small farm allotment, area not known",Water mill,BU0049,"Water mill, still in use. Built 1878, renovated 1926. Rubble masonry with limestone quoins. Mill also has domestic quarters for miller. Wheelhouse has metal wheel, and milrooms several grinding installations, including diesel power turbine.",1,yes,Unclear,grinding grain,1878/1926,"Well-maintained stone-built mill with associated domestic quarters for the miller and his wife. Construction is the usual rubble stone, plastered, and with limestone quoins flush with the surface of the wall. Penstock height 16 metres, base 7.5m x 3m, top 2.6m x 3.75. Date '1926' on plaque inside arch behind penstock. Turbine room of stone with barrel vault serves as foundation for the mudbrick workroom. Workroom dimensions are 7.7m x 7.1m. Walls are approximately .6m thick. The concrete floor was originally of stone and the roof of terracotta tiles is now supported by two rolled steel girders. The engine, installed to boost efficiency of a seasonal operation in which water flow was sometimes uncertain, is in an engine room of stone, earth floor and corrugated steel roof.  Engine room dimensions are 3.4m x 2.1m. The engine sits on a concrete base. Sketch of mechanism and report by SEZ (2001). Further sketch of millstones, description of how mill works and report by SEZ (2002).",490778.00,timber,441,IJE,29/7/2001 00:00:00,yes,concrete,stone,Abundant,Yes,5.40,yes,,Multiple,,19.00,5 April First St.,Top of ridge,Original timber penstock of 1878 replaced in 1926 with stone. Timber water wheel replaced with a steel turbine in 1950. Present millstones brought from France in 1950. Madison-Kipp 14hp diesel engine installed in 1961 to increase efficiency.,3877206.00,Yes,"arch, doors, windows","Stelios the Miller. Phone 93 2425. Born in 1918, Stelios will probably be the last member of his family to run the mill. His aunt was wife to the owner of Koumis mill (BU 0074).",Stelios (Styllis or Stylinaos) Alexandrou,Greek Cypriot,grinding grain,No,No,No,No,Yes,Yes,Yes,735.00,735.00,0,,Unclear,IJE,4/7/2001 00:00:00,tile,0,,XXVIII-53,Evrykhou III,,1,Unclear,GPS,Probably the last working water-powered grain mill in Cyprus. In the ownership of the same family since construction in 1878.,V,Stylianides Mill- Mylos Tou Stylli,Penstock,Abundant,,"Lemon trees, apricots, oranges, olives",Evrykhou,rubble stone,7.53
,,Seasonal house,BU0050,"Seasonal house, part of Mandres.Building is mudbrick with stone foundations and cane ceiling.",0,cane,Some,abandoned,,"This Building Unit is described in detail on the BU0034 ABUSE Report. This building unit is an addition to BU0034 and is constructed of a low stone socle topped by mud brick, type A4 in the Mandres villageAnalysis report.",,,,TJI,12/7/2001 00:00:00,,,stone,Some,,,mud,Mandres,Single,,,Mandres,Approximation of location in GIS as no coordinates were recorded,,,,,,,,house/animal pen,No,No,No,No,Yes,Yes,No,,,1,TP021,Abundant,TJI,11/7/2001 00:00:00,mud,0,,XXVIII-39,Mandres,TS07,0,,,,,,makrinari,,,,Kato Koutraphas,mud brick,
,,Seasonal house,BU0051,"Seasonal house, part of Mandres. Rectangular mudbrick building with stone foundations. No roof.",0,absent,,abandoned,,"See detailed ABUSE Report for Building BU0031, to which this building unit is an addition. It has a low stone socle, topped by mud brick in a rectangular form. Type A2 in the Mandres Village Analysis Report.",,,,TJI,12/7/2001 00:00:00,,not visible,stone,,,,,Mandres,,,,Mandres,Coordinates in GIS based on BUPoly relationship,,,,,,,,house,No,No,No,No,Yes,Yes,No,,65.00,1,TP021,,TJI,11/7/2001 00:00:00,absent,0,,XXVIII-39,Mandres,TS07,1,,,,,,house,,,,Kato Koutraphas,mud brick,
"Main road coming from North, turn right after last coffeehouse - church is on left",Building enclosed within a compound; modern slabs,Church,BU0091,"Church, Galata. Concrete structure with tiled roof and two belltowers. Curved arches, carved columns and sculpted fagade. Inscription above door. Dated to 1930.",0,n/a,None,Church,1930,"Wall is concrete - whitewashed and incised to look like bricks. Imposing architecture - curved arches, carved columns, sculpted facade. Apse appears to be half a hexagon. Bell towers have 2 levels. Inscription above main entrance.Inscription above N entrance: church built from 2/1/1929 - 30/10/1930.Architect - Philippou Loizou",,Curved tiles,,EAS,30/7/2001 00:00:00,No,n/a,Concrete,None,Yes,13.00,n/a,,Single,,26.00,,Centre of village on a prominent rise,n/a,,Yes,16,,,Greek Cypriot,Church,No,No,No,No,No,Yes,Yes,,,0,,None,EAS,25/7/2001 00:00:00,Curved tiles,0,,,,,1,None,,Two bell towers on either side of main entrance,,Panagia Odigitria,Concrete,Abundant,,None,Galata,Concrete + whitewashed,15.00
Tembria-Galata road,,Other,BU0092,"Khan, Kalliana. 2 storey building with 7 bays and arches, and a covered verandah. Stable in back of building. Being restored by Departmen of Antiquities.",1,,,Being restored,,"1906 Wooden panel upstairs (though may be brought in)1921 Fireplace in lower room1923 on upper arch column1932 North room downstairs1970s Restored2001 Being restored by Dept of Antiquities. Dept. of Antiquities 'A' category monument. 2 storey building alongside the road, consisting of 7 bays with arches (six) and covered veranda on the fagade. The 4th and 5th bays are 'olichoro' typology both downstairs and upstairs. A stable has been restored in the back, with oven, stone paving in the courtyard and a new stone staircase base has been built to support the wooden steps leading to the upstairs 'dichoro' from the north side. Some of the ground floor rooms functioned as coffee-shops (the downstairs dichoro) which has a 'mishia'. Other single ground floor rooms were grocery stores. There are no foundations to the builing and it rests on 'ammotchiakhilo), ie. Sand and river boulders. Some boulders were at least 70 x 150 cm. Perhaps the river bed was initially located where the mill now is. The river is now directly east of the khan. The lintel of the north door of the ground floor dichoro is from wild olive. The central column  and beam has been restored. The column drums of the porch arcade are from white sandstone from Koronia locality and have a plinth, a short drum and a capital upon which rest pointed arches executed in solid brick. Ian asked  and Panicos confirmed that the bricks might be from the early 20th c., as are the porch tiles. 2/3 of the building (the southern part) were restored badly by the Department of Antiquities in the 1970s. The northernmost 1/3  was acquired by the Department of Antiquities which now employs more advanced methods of restoration. Ceilings are in tied bamboo cane with a perpendicular tie usually postioned parallel in the openings among the beams.",490530.00,,500,MJG,8/9/2001 00:00:00,,,,,,,,,Multiple,,,,"Valley bottom, on old Troodos road, near bridge.",1970s Restored2001 Being restored by Dept of Antiquities,3875150.00,,,"Panayiotis Neofytou (Linou, now lives in Kakopetria) and Pantelis Karamani, from Vaylas, Kyrenia, now lives in Astromeritis. Also contact Lina Pissaridou, Dept. of Antiquities, 22 865857",,,Kalliana Inn,No,No,No,No,Yes,Yes,Yes,,,0,,,MJG,17/7/2001 00:00:00,,0,37-V,,,,0,,"1:50,000",,,,Khan,,,,Kalliana,,
By permission & escort from UN,,Church,BU0093,"Church, Skouriotissa. In UN camp. Built 1716 and restored several times. Frescoes possibly dating from 15th c inside church. Used as CMC Staff quarters and hospital in the past.",1,,None,,,"Chance visit by MJG, ESG, LHS, CMP on 4 August 01, with Roberto. Need to return and document it properly. Very interesting cut blocks lying at W end - from chancel screen? Icon of Panayia Skouriotissa is 1959 (painted in Stavrovouni). Gunnis says 'probably restored in 1845, which is also the date of the principal icon of Christ' (p. 259). 1716	Monastery building built by Makarios Bisho of Kyrenia and parents, and by Marios from Galata, on south of church (half-destroyed document). This section preserved western section with columned portico till recently (Papayeoryiou, MKE)Church: icons mainly 18c; some half-destroyed ones might be 17th century. West section of S wall: fresco of Ipandis which could date to 15c, so could be original date of church. (Papayeoryiou, MKE)1735	Barsky's visit?, 1845  Built.1912 	Abandoned, except church. 1913 	CMC Staff Quarters (Lavender 1962). 1914 	Hospital; tile roof (Lavender 1962).",489462.00,,220,MJG,24/9/2001 00:00:00,,,,None,,,,Karkotis,,,,Vasilika,Within UN San Martin Camp,,3883221.00,,,,,,,No,No,No,No,No,No,No,185.00,,0,,None,MJG,4/8/2001 00:00:00,,0,28-XX,XXVIII-28-E1,,TS01,0,Abundant,"1:50,000",,,Panayia Skouriotissa,,Abundant,,Built up area,Skouriotissa,,
Track up from new Linou-Evrykhou road,,Church,BU0094,"Church, Phlasou. Small stone structure, with round roof. Surrounded by Eucalyptus trees used for offerings (or target practice). Visited by Basil Barsky in 1736-38.",1,,Unclear,Church,,"This is presumably the church & monastery visited by Basil Barksy in 1734-36 (Barsky 1996: 40-41): small, unfinished;'On a level plain amongst high mountains, on a small stream'; olives & 8 date palms; church very small, round roof & entrances on N & W (a 3rd being made on S); not independent, but ruled from bishop's palace. Eucalyptus tree with offerings-rags tied on it. Another eucalyptus tree which has been shot dead..",490692.00,,360,MJG,26/9/2001 00:00:00,,,,Unclear,,,,Karkotis,Single,,,Kousoulia,Flanks of Karkotis Valley,,3880081.00,Yes,,Panayia Kousouliotissa cures babies.,,,Church & Monastery,No,No,Yes,Yes,Yes,Yes,Yes,4.00,,0,,Some,MJG,26/9/2001 00:00:00,,0,28-XXI,XXVIII-45,,TS11,0,Unclear,"1:50,000",,,Panayia Kousouliotissa,Stone,Abundant,,Eucalypts planted round church. Fields round about.,Phlasou,,
,,Water mill,BU0095,"""Paleomylos"", site of disappeared water mill, Evrykhou.",0,,,,,,490500.00,,,,,,,,,,,,,,,,Paleomylos,Paleomylos locality,,3875900.00,,,,,,,No,No,No,No,No,No,No,,,0,,,SEZ,16/7/2002 00:00:00,,0,,,,,0,,GPS,,,,,,,,Evrykhou,,
Tarred road towards village center,"Houses east and west, side-road east and north.",Water mill,BU0060,"Water mill, Kalliana; used for grinding fish meal. Irregularly coursed basalt and lime construction, with limestone quoins.  3 machines in millhouse powered by single turbine. Date of construction",0,cement slab,,to grind fish meal,1947-1990,"3 machines housed in mill house, moved by only one wheel turbine situated in vault under mill house floor. This rotates the axle placed along the mill room against the south wall. Metal wheels on axle are thus rotated and canvas belts adjusted around the metal wheels rotate the mill stones (or in the case of the cotton machine, over the metal vertical wheel). Thus with only one blade and only water-power, 3 machines could function simultaneously. Kopsa:Takes water from main aqueduct to the south, at a much higher ground level (approx. 5.50m higher). Stone cemented channel leading from the main 1953 cemented aqueduct reaches drop in ground after about 20m where it branches, beside disused mill (BU0061). Western branch leads water into a cement leat which travels over the road and towards the penstock which is to the north of the road. Penstock (hopper type) has sloping base and sits onto the mill house  roof-slab.  Penstock built of irregular courses of rough basalt with lime pointing and dressed limestone quoins on inner sides bordering on road, same as base of water canal. 7 stepped corbels in limestone & cemented over support cement leat agianst penstock and canal base opposite penstock. Mill-house is a corner building built of courses of rough basalt, unplastered, with concrete lintels over openings. Pointed arched outflow situated under mill house at west end. Outflow leads into main channel which turns westwards and which branches into two about 100m at Moirasia of Kalliana.Miltis also owned 2 paternal mills at Kato Amiantos. The millstones of the mill by the bridge, (according to present day owners of mill in Kato Amiantos) were transferred to the mill in Kalliana.Sketch on file , simple dimensions, as per the table above not very meaningful as this is a mill complex.",490417.00,cement,528,SEZ,29/7/2001 00:00:00,lime on penstock base,cement,irregular basalt courses,,Yes,,cemented trough,,,,,,cadastral XXVII.5 W2,"Cement trough of leat over road. Made by British (according to Mrs. Shizas) when road was widened. This road was the main Troodos road (1901?). Tiered corbels under leat, in dressed limestone ashlar & similar quoins at butressed walls under leat added",3874555.00,No,5,"Disused 8-9 years. Mill built by owner himself, without help of engineers. Machinery from Kythraea (Tchirk'a) where there were also lots of mills. Mill set up in 1947-50, with wheat-grinding mill stones from France (The first to be imported). Cost CP 500 to set up. Myltis was good with all types of machinery. Mill was also 'havrikas' ie cotton factory. But the first cotton mill (now in ruins) was the one adjacent and to the north of this mill, fed from same water source but easternmost branch of secondary canal.   Information from MR. Nicos Shizas (tel 02 922497) who also knows about water rights. Also, Eirene Damianou. Information on mill stones from Mr. Styllis Stylianides, owner of Evrichou mill.","Myltiades Mylonas (builder, died). Now Pambos Mylonas, fish breeder.",Greek Cypriot,"wheat, barley, cotton, beans, peas, sesame grinding mill",No,No,No,No,No,Yes,Yes,,,0,,,SEZ,24/7/2001 00:00:00,cement slab,0,,,,,1,,GPS,"3 grinding machines - 2 horizontal mill stones for grain and cereal grinding, 1 metal vertical wheel for cotton cleaning wheel. Inscription on Miltis mill weir on metal plaque: 'Michanougeion (foundry) O 'Atlas'E- ChagapakouLefkosia'",III,Mylos tou Mylti,stone walls and cement slab,,,"fruit trees, beans and crops",Kalliana,irregular basalt courses,
